
0.0000, 0.00, 0.00, 0.00, 0.00, 14.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
0.0002, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
0.0004, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
0.0006, 0.00, 66.51, 0.00, 61.32, 0.00, 123.29, 0.00, 0.00, 17.53, 0.00, 39.57, 46.21, 34.15, 0.00, 37.90, 0.00, 27.09, 0.00, 0.00, 0.00, 28.44, 0.00, 55.88, 0.00, 59.89, 
0.0008, 0.00, 236.43, 257.87, 188.70, 191.33, 260.98, 236.46, 316.02, 238.69, 225.57, 235.49, 300.52, 307.02, 287.55, 220.70, 219.62, 256.42, 241.09, 247.32, 262.18, 224.41, 252.08, 240.95, 211.54, 320.16, 
0.0010, 0.00, 213.82, 214.17, 218.82, 191.55, 202.86, 197.28, 210.18, 201.22, 195.44, 209.73, 208.88, 235.17, 201.41, 218.00, 209.38, 194.64, 220.52, 230.33, 205.95, 243.56, 230.43, 228.64, 203.97, 224.93, 
0.0012, 0.00, 227.64, 208.10, 247.56, 249.51, 234.06, 222.36, 207.93, 241.73, 257.47, 222.61, 222.26, 222.98, 232.34, 224.00, 200.73, 220.51, 207.54, 230.53, 252.36, 195.04, 189.97, 278.91, 204.71, 249.52, 
0.0014, 0.00, 189.17, 163.25, 272.68, 217.93, 214.61, 186.80, 247.94, 271.58, 156.82, 207.36, 286.48, 130.92, 209.58, 241.46, 262.55, 216.18, 246.42, 207.92, 160.37, 172.68, 244.75, 222.01, 280.48, 122.44, 
0.0016, 0.00, 204.80, 231.63, 337.42, 219.02, 266.08, 300.41, 210.24, 206.07, 296.23, 236.84, 288.57, 304.50, 303.60, 265.34, 292.07, 214.39, 197.21, 282.06, 212.42, 238.69, 301.94, 254.95, 251.15, 247.99, 
0.0018, 0.00, 202.55, 189.33, 237.53, 257.48, 191.67, 208.69, 221.10, 192.86, 218.74, 193.06, 200.18, 198.92, 218.54, 189.78, 227.92, 207.30, 184.95, 208.30, 192.49, 209.35, 200.20, 207.02, 192.88, 190.67, 
0.0020, 0.00, 189.53, 173.75, 180.28, 185.27, 172.60, 177.41, 184.51, 182.48, 180.98, 170.03, 178.03, 165.21, 175.97, 175.32, 174.77, 177.10, 170.55, 174.93, 180.93, 174.28, 186.81, 177.62, 206.78, 189.72, 
0.0022, 0.00, 151.91, 159.20, 161.62, 143.39, 163.01, 153.81, 153.85, 149.34, 148.78, 157.62, 153.24, 149.34, 151.40, 161.36, 155.18, 156.04, 156.73, 159.99, 153.83, 152.27, 160.81, 150.58, 163.58, 158.89, 
0.0024, 0.00, 137.38, 129.05, 140.72, 151.40, 139.99, 147.58, 145.27, 143.04, 142.79, 132.29, 138.42, 141.00, 130.41, 128.98, 144.73, 143.03, 135.14, 138.59, 145.82, 135.53, 144.37, 131.82, 143.52, 144.72, 
0.0026, 0.00, 121.02, 134.57, 133.25, 122.78, 125.23, 124.63, 135.12, 118.57, 127.22, 133.66, 128.31, 126.84, 128.58, 127.86, 124.50, 130.78, 129.49, 134.27, 121.01, 131.32, 122.58, 128.68, 133.13, 124.82, 
0.0028, 0.00, 113.88, 118.22, 121.08, 115.23, 117.25, 113.07, 115.82, 115.43, 118.91, 116.49, 116.51, 117.84, 115.78, 117.29, 119.03, 116.34, 116.19, 115.96, 116.00, 113.88, 118.98, 116.08, 116.38, 115.92, 
0.0030, 0.00, 111.33, 112.34, 115.45, 117.68, 111.93, 111.66, 114.70, 115.98, 108.29, 111.79, 111.11, 111.17, 114.01, 110.96, 109.82, 110.21, 114.39, 114.57, 111.48, 112.54, 111.75, 110.12, 115.64, 112.96, 
0.0032, 0.00, 107.17, 109.87, 108.76, 109.08, 105.65, 106.10, 107.89, 107.27, 111.39, 110.87, 109.55, 113.73, 107.75, 107.19, 111.79, 105.89, 109.15, 104.33, 107.63, 106.62, 106.66, 113.65, 108.95, 110.08, 
0.0034, 0.00, 114.41, 118.70, 131.35, 114.03, 112.78, 121.08, 117.13, 126.18, 113.98, 119.45, 119.48, 120.07, 114.59, 122.03, 112.38, 121.70, 121.47, 126.21, 120.40, 118.06, 121.81, 112.40, 118.52, 120.20, 
0.0036, 0.00, 152.38, 138.17, 142.32, 148.74, 125.31, 129.49, 133.14, 141.58, 141.30, 158.75, 143.93, 133.12, 139.48, 141.00, 137.89, 141.87, 146.20, 140.84, 144.34, 140.45, 134.58, 143.90, 149.64, 142.75, 
0.0038, 0.00, 195.67, 179.38, 192.45, 176.28, 165.52, 161.43, 158.94, 185.83, 169.10, 164.22, 160.99, 174.67, 176.34, 173.69, 188.71, 165.94, 177.56, 183.68, 175.31, 182.81, 175.10, 168.20, 185.84, 190.41, 
0.0040, 0.00, 203.87, 201.76, 226.54, 186.09, 200.26, 217.62, 201.07, 199.78, 191.95, 234.03, 206.61, 197.51, 171.23, 205.22, 206.55, 235.46, 221.56, 198.55, 240.02, 171.19, 200.61, 184.25, 200.59, 184.73, 
0.0042, 0.00, 191.31, 238.23, 130.35, 197.62, 134.64, 244.82, 195.43, 259.23, 136.92, 261.92, 102.75, 163.08, 135.76, 135.02, 144.38, 215.14, 184.06, 105.17, 141.23, 112.19, 113.94, 140.44, 219.83, 127.58, 
0.0044, 0.00, 0.00, 32.55, 0.00, 79.27, 0.00, 58.03, 0.00, 13.82, 0.00, 0.00, 0.00, 73.65, 34.91, 0.00, 39.01, 57.11, 30.14, 15.51, 0.00, 0.00, 0.00, 65.59, 0.00, 30.35, 
0.0046, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
0.0048, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
