
0.0000, 0.00, 0.00, 0.00, 0.00, 41.91, 0.00, 0.00, 0.00, 29.42, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 59.07, 0.00, 0.00, 0.00, 0.00, 
0.0002, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
0.0004, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
0.0006, 0.00, 29.32, 104.50, 90.11, 127.44, 119.43, 32.25, 86.64, 75.46, 123.13, 93.19, 49.38, 19.62, 130.52, 98.32, 19.38, 0.00, 156.29, 74.15, 61.45, 181.62, 64.15, 21.53, 148.27, 24.82, 
0.0008, 0.00, 211.51, 259.36, 229.81, 233.82, 208.15, 261.55, 204.64, 217.38, 241.43, 254.56, 246.16, 217.09, 237.91, 218.78, 232.27, 258.36, 231.05, 219.56, 220.05, 216.51, 211.54, 235.33, 252.65, 239.66, 
0.0010, 0.00, 219.60, 232.23, 206.11, 214.29, 212.13, 240.56, 207.80, 215.30, 223.55, 234.87, 219.43, 208.64, 212.87, 211.42, 210.05, 223.49, 231.73, 231.25, 215.40, 211.02, 224.94, 204.90, 222.94, 231.66, 
0.0012, 0.00, 270.22, 293.15, 263.67, 275.46, 336.10, 322.21, 319.08, 268.97, 297.95, 223.46, 288.25, 255.00, 214.55, 318.99, 277.25, 256.38, 260.86, 263.41, 262.48, 298.41, 293.24, 215.90, 256.67, 257.38, 
0.0014, 0.00, 210.00, 144.02, 202.76, 87.04, 158.54, 154.86, 142.23, 156.27, 93.02, 176.04, 123.85, 177.43, 143.99, 70.79, 211.48, 256.36, 136.90, 236.42, 240.57, 154.82, 134.51, 245.11, 115.56, 121.67, 
0.0016, 0.00, 251.43, 199.74, 201.16, 329.24, 269.13, 266.99, 216.49, 273.41, 338.67, 223.55, 263.58, 263.79, 266.74, 224.28, 260.48, 258.62, 260.59, 281.82, 290.95, 284.66, 312.70, 300.96, 311.39, 251.51, 
0.0018, 0.00, 192.34, 216.21, 215.87, 217.85, 225.25, 252.01, 211.36, 245.21, 261.82, 223.81, 206.49, 218.67, 219.16, 273.20, 204.82, 202.34, 202.62, 224.18, 205.45, 228.41, 241.97, 213.90, 218.97, 232.38, 
0.0020, 0.00, 169.30, 169.16, 182.22, 189.30, 173.84, 174.10, 170.29, 176.18, 174.87, 188.89, 169.84, 174.73, 168.71, 188.04, 174.31, 165.89, 178.26, 184.06, 181.35, 178.77, 177.82, 180.84, 174.38, 192.52, 
0.0022, 0.00, 151.40, 149.23, 155.62, 152.01, 146.50, 148.54, 155.71, 170.28, 146.04, 152.65, 150.55, 146.30, 151.95, 158.58, 155.68, 146.77, 144.84, 151.61, 158.29, 157.63, 153.17, 151.73, 162.29, 148.56, 
0.0024, 0.00, 140.68, 139.55, 139.40, 142.41, 139.96, 138.07, 141.28, 138.94, 144.28, 138.87, 140.60, 139.77, 140.30, 139.17, 145.50, 139.27, 139.95, 142.08, 137.82, 142.18, 149.77, 137.27, 139.37, 139.53, 
0.0026, 0.00, 129.60, 135.36, 122.15, 128.04, 125.07, 126.97, 128.57, 126.93, 128.19, 131.61, 130.70, 131.74, 135.37, 126.25, 131.29, 134.92, 126.18, 128.59, 122.60, 125.58, 133.03, 128.28, 125.67, 128.47, 
0.0028, 0.00, 121.81, 115.95, 118.64, 120.05, 122.11, 117.83, 121.48, 119.30, 116.40, 122.25, 117.31, 117.03, 124.36, 119.34, 119.62, 117.48, 127.86, 118.28, 116.19, 118.63, 123.06, 122.65, 120.60, 118.73, 
0.0030, 0.00, 115.71, 114.91, 113.89, 121.39, 115.72, 115.89, 113.24, 113.64, 114.55, 114.43, 113.48, 113.41, 116.84, 118.25, 112.95, 112.10, 113.60, 112.40, 115.62, 114.42, 118.61, 114.73, 119.79, 113.33, 
0.0032, 0.00, 112.03, 111.82, 110.85, 112.20, 110.64, 114.87, 111.72, 113.48, 107.36, 109.38, 109.33, 113.38, 111.23, 113.39, 110.13, 111.31, 111.50, 111.39, 112.11, 108.04, 110.30, 111.52, 107.62, 110.49, 
0.0034, 0.00, 133.81, 135.41, 131.09, 127.70, 125.32, 124.11, 129.20, 126.87, 136.96, 132.44, 138.18, 129.69, 132.61, 130.59, 122.69, 131.48, 121.85, 122.46, 126.82, 124.20, 129.90, 130.23, 133.69, 126.40, 
0.0036, 0.00, 170.56, 152.46, 149.84, 154.60, 168.40, 162.16, 161.90, 153.98, 172.50, 154.69, 156.29, 144.25, 165.01, 146.21, 165.91, 158.54, 149.53, 150.64, 154.65, 159.60, 159.82, 150.29, 156.00, 161.04, 
0.0038, 0.00, 186.54, 196.76, 199.86, 177.78, 181.98, 199.51, 195.08, 195.92, 187.57, 183.12, 182.99, 175.54, 178.18, 174.49, 180.25, 208.00, 193.62, 189.32, 183.30, 195.11, 181.44, 191.31, 178.64, 196.14, 
0.0040, 0.00, 229.03, 250.43, 212.44, 254.48, 250.53, 247.17, 259.23, 204.68, 245.91, 197.01, 197.63, 199.33, 218.29, 243.18, 233.64, 261.06, 220.61, 230.06, 293.08, 217.20, 216.45, 253.22, 231.71, 245.84, 
0.0042, 0.00, 264.99, 237.19, 115.06, 111.66, 140.22, 138.47, 137.34, 128.00, 171.75, 191.54, 200.55, 217.91, 143.46, 54.46, 143.13, 171.98, 126.93, 225.81, 153.53, 191.32, 182.56, 175.30, 141.64, 79.07, 
